city,state,state_code,population
Hialeah,Florida,FL,233394
San Ramon,California,CA,74513
Ontario,California,CA,167500
Kirkland,Washington,WA,84430
St. George,Utah,UT,76817
Hilton Head Island,South Carolina,SC,39412
Glendale,California,CA,196021
Meriden,Connecticut,CT,60456
Gardena,California,CA,59957
Westfield,Massachusetts,MA,41301
Elgin,Illinois,IL,110145
Plano,Texas,TX,274409
Longmont,Colorado,CO,89919
Coppell,Texas,TX,40342
Lakewood,Ohio,OH,51143
Jonesboro,Arkansas,AR,71551
College Station,Texas,TX,100050
Dearborn,Michigan,MI,95884
Utica,New York,NY,61808
Monroe,Louisiana,LA,49761
Baltimore,Maryland,MD,622104
Springfield,Missouri,MO,164122
Pine Bluff,Arkansas,AR,46094
Plainfield,New Jersey,NJ,50588
Lynn,Massachusetts,MA,91589
Woodbury,Minnesota,MN,65656
Gainesville,Florida,FL,127488
West Sacramento,California,CA,49891
Sammamish,Washington,WA,50169
Aventura,Florida,FL,37199
Fayetteville,Arkansas,AR,78960
San Rafael,California,CA,58994
Conway,Arkansas,AR,63816
Tacoma,Washington,WA,203446
Middletown,Connecticut,CT,47333
Burlington,Vermont,VT,42284
Twin Falls,Idaho,ID,45981
Sherman,Texas,TX,39296
New York,New York,NY,8405837
Simi Valley,California,CA,126181
West Covina,California,CA,107740
Castle Rock,Colorado,CO,53063
Valdosta,Georgia,GA,56481
Fort Worth,Texas,TX,792727
Carson,California,CA,92599
Evansville,Indiana,IN,120310
Santa Maria,California,CA,102216
Brentwood,Tennessee,TN,40021
La Mesa,California,CA,58642
Westminster,Colorado,CO,110945
Reading,Pennsylvania,PA,87893
Turlock,California,CA,70365
Greeley,Colorado,CO,96539
Tyler,Texas,TX,100223
Winter Garden,Florida,FL,37711
Waco,Texas,TX,129030
Martinez,California,CA,37165
Thousand Oaks,California,CA,128731
Azusa,California,CA,47842
Bridgeport,Connecticut,CT,147216
St. Louis Park,Minnesota,MN,47411
Chesterfield,Missouri,MO,47749
Greenacres,Florida,FL,38696
Pasco,Washington,WA,67599
Torrance,California,CA,147478
Madison,Wisconsin,WI,243344
Janesville,Wisconsin,WI,63820
Waukegan,Illinois,IL,88826
Bowling Green,Kentucky,KY,61488
Arlington,Texas,TX,379577
Lewisville,Texas,TX,101074
Farmington,New Mexico,NM,45426
Oakley,California,CA,38194
Palo Alto,California,CA,66642
Springfield,Oregon,OR,60177
New Bedford,Massachusetts,MA,95078
Redmond,Washington,WA,57530
Brentwood,California,CA,55000
Davis,California,CA,66205
La Mirada,California,CA,49133
Smyrna,Tennessee,TN,43060
Altoona,Pennsylvania,PA,45796
Dothan,Alabama,AL,68001
East Orange,New Jersey,NJ,64544
Tinley Park,Illinois,IL,57282
Biloxi,Mississippi,MS,44820
Urbana,Illinois,IL,41752
Garden Grove,California,CA,175140
Lynwood,California,CA,71371
Northglenn,Colorado,CO,37499
Canton,Ohio,OH,72535
Brookhaven,Georgia,GA,50603
Baton Rouge,Louisiana,LA,229426
Bristol,Connecticut,CT,60568
Independence,Missouri,MO,117240
Lansing,Michigan,MI,113972
Orland Park,Illinois,IL,58590
Vineland,New Jersey,NJ,61050
Green Bay,Wisconsin,WI,104779
Evanston,Illinois,IL,75570
Ocoee,Florida,FL,39172
Los Angeles,California,CA,3884307
Federal Way,Washington,WA,92734
West Jordan,Utah,UT,110077
Yucaipa,California,CA,52536
Pittsburgh,Pennsylvania,PA,305841
Downey,California,CA,113242
Cicero,Illinois,IL,84103
South Gate,California,CA,95677
Panama City,Florida,FL,36877
Joplin,Missouri,MO,50789
League City,Texas,TX,90983
Salt Lake City,Utah,UT,191180
Fort Pierce,Florida,FL,43074
Phoenix,Arizona,AZ,1513367
Corvallis,Oregon,OR,55298
Cedar Hill,Texas,TX,46663
Chicopee,Massachusetts,MA,55717
Ocala,Florida,FL,57468
Roswell,Georgia,GA,94034
Park Ridge,Illinois,IL,37839
Concord,New Hampshire,NH,42419
Olympia,Washington,WA,48338
Huntington Beach,California,CA,197575
Corpus Christi,Texas,TX,316381
Haverhill,Massachusetts,MA,62088
Hanover Park,Illinois,IL,38510
Cambridge,Massachusetts,MA,107289
Glendale,Arizona,AZ,234632
Stanton,California,CA,38623
Summerville,South Carolina,SC,46074
Davenport,Iowa,IA,102157
Boca Raton,Florida,FL,89407
New Britain,Connecticut,CT,72939
Roseville,Michigan,MI,47555
Cleveland Heights,Ohio,OH,45394
Gresham,Oregon,OR,109397
Lauderhill,Florida,FL,69813
Hendersonville,Tennessee,TN,54068
Santa Clara,California,CA,120245
Oceanside,California,CA,172794
Lake Forest,California,CA,79312
Novi,Michigan,MI,57960
West New York,New Jersey,NJ,52122
Everett,Massachusetts,MA,42935
Linden,New Jersey,NJ,41301
Asheville,North Carolina,NC,87236
Compton,California,CA,97877
